Sentence,fuel,machine,others,part,price,service
Anu kuring karasa nyaéta kinerja Avanza 1.5 langkung lincah sareng langkung ekonomis,positive,positive,neutral,neutral,neutral,neutral
Avanza murah sareng ramah,neutral,neutral,neutral,neutral,positive,neutral
"Honda Vario mah murah kanggo pangropéa rutin sareng sok diawaskeun, upami aya kakirangan atanapi kakirangan sanésna, tiasa gancang dideteksi malah seueur titik servis anu sumebar, ngajantenkeun perawatan gampang",neutral,neutral,neutral,neutral,neutral,positive
"Ayeuna tos dalapan sasih janten leres-leres lami
",neutral,neutral,neutral,neutral,neutral,negative
Ieu rada mahal pikeun kelas Brio,neutral,neutral,neutral,neutral,negative,neutral
Konsumsi BBM Avanza lumayan irit,positive,neutral,neutral,neutral,neutral,neutral
"Xenia Li abdi, dina ahir 2006, mesin hurung kasar nalika idling. kawas solar.",neutral,negative,neutral,neutral,neutral,neutral
"Tina sadaya merek mobil anu kuring anggo, Terios énggal ieu lumayan mahal.",negative,neutral,neutral,neutral,neutral,neutral
"Mini Cooper, mobil stylish nu deukeut ka sampurna",neutral,neutral,positive,neutral,neutral,neutral
Gaduh mesin VVTI ganda sareng sistem penggerak roda pungkur ngajantenkeun Daihatsu Great New Xenia punjul dina efisiensi sareng betah perawatan.,positive,neutral,neutral,neutral,neutral,positive
Kuring geus ngalakukeun test drive sarta ngarasa tarikan geulis ajeg dina mobil Wuling ieu.,neutral,positive,neutral,neutral,neutral,neutral
Mesin Wuling Confero ieu teu ribut,neutral,negative,neutral,neutral,neutral,neutral
"Lamun ningali Fortuner, hargana kacida luhurna. tapi di balik harga éta, kualitas anu disayogikeun ogé saé.",neutral,neutral,positive,neutral,negative,neutral
"Hampura, Xenia geus béak duit ngan keur konsumsi bensin",negative,neutral,neutral,neutral,neutral,neutral
"Wah, sigana mah Wuling Formo ieu mah teu pati ngayakinkeun salaku naek beusi sapopoé.",neutral,neutral,negative,neutral,neutral,neutral
Toyota Rush mah konsumsi bahan bakar lumayan irit.,positive,neutral,neutral,neutral,neutral,neutral
"Hargana kawilang murah kalayan fitur sareng desain anu lumayan, Suzuki Baleno 2017",neutral,neutral,neutral,positive,positive,neutral
"Leres, mung kalemahan mobilio nyaéta mesinna leres-leres ribut dina kecepatan luhur 100 kph.",neutral,negative,neutral,neutral,neutral,neutral
"Hmm, pelayananna teu dianjurkeun, bengkel non-resmi langkung sae ( @ Astra International Daihatsu (Pondok Cabe))",neutral,neutral,neutral,neutral,neutral,negative
Wah bos Xenia Li taun 2004 mah tos 5 taun teu gentos ban. masih kandel sadayana,neutral,neutral,neutral,positive,neutral,neutral
"Biasana mah perobahan-perobahan minor henteu naekkeun harga, ngan henteu naek harga, sumawona jualan minimal, sumawona naek harga. Pabrikan Jepang sami-sami pelit...
",neutral,neutral,neutral,neutral,negative,neutral
Abdi resep Honda kusabab perawatan minimal sareng suku cadang anu awét sareng murah,neutral,neutral,neutral,positive,neutral,positive
"Livina di tempat kuring bener-bener mubazir bensin mun ditilik, enya",negative,negative,neutral,neutral,neutral,neutral
Kuring milih Xi+ sabab tétéla ékonomi teu jauh béda.,positive,neutral,neutral,neutral,neutral,neutral
Wuling Formo 1.2 Standar ramah panumpang.,neutral,neutral,positive,neutral,neutral,neutral
Kuring pribadi teu resep Xenia kalawan gagang panto na diposisikan di tengah,neutral,neutral,neutral,negative,neutral,neutral
"Lamun rurusuhan loba jeroan, éta jadi beurat tapi stabil.",neutral,positive,neutral,negative,neutral,neutral
"Veloz Toyota ternyata enak dipakai, nyaman, order di dealernya ga lama nunggunya, nuhun Toyota :D",neutral,neutral,positive,neutral,neutral,positive
"@Auto2000ID punten, naha saatos diservis di dealer Toyota, mobil ayeuna sesah ngamimitian? Sarta mindeng maot",neutral,neutral,neutral,neutral,neutral,negative
Mobil Xenia oge ekonomis pisan. Mesinna rada murah pikeun ngajaga.,positive,neutral,positive,neutral,neutral,positive
"Sanggeus meuli Toyota Calya, kuring ngarasa leuwih loba kaunggulan.
",neutral,neutral,positive,neutral,neutral,neutral
"Tina segi hargana mahal teuing, kumargi harga suku cadang Mitsubishi Xpander mah mahal pisan.",neutral,neutral,neutral,neutral,negative,neutral
Anu paling cocog pikeun awéwé karir saé pisan dina hal desain sabab leutik tapi tetep katingalina bergaya,neutral,neutral,neutral,positive,neutral,neutral
"Ieu bengkel Toyota di Margonda ogé saé. Kabéh perwira anu ramah tur mantuan, jasa gancang, tur anjeun meunang kopi gratis.",neutral,neutral,neutral,neutral,neutral,positive
"Sateuacan Ramadhan 2014, abdi ngagentos aki di bengkel Honda di Jakarta Pusat, Jayakarta. Teu acan sataun, tos lungse. Leres",neutral,neutral,neutral,neutral,neutral,negative
Harga unit mobil GL mahal,neutral,neutral,neutral,neutral,negative,neutral
"Nganggo Rush TRD, saleresna saé tina bangku, suku karasa saé sareng kuring tiasa ngajalankeun laju ampir 140 km / jam.",neutral,positive,neutral,positive,positive,neutral
Ngagunakeun Altis v teu teuing boros,positive,neutral,neutral,neutral,neutral,neutral
"Utamana nalika ngarambat jarak jauh, kalayan bénsin pisan irit pikeun kuring sareng kinerja anu stabil, Avanza mangrupikeun mobil impian pikeun kuring sareng kulawarga kuring.",positive,positive,neutral,neutral,neutral,neutral
"Anu kuring henteu resep nyaéta nalika kuring diuk di tukang, sirah kuring nyangkut dina hateup anu jangkungna 183 cm. Diuk dina posisi nyetir, buuk kuring nabrak siling mobil jadi teu nyaman.",neutral,neutral,neutral,negative,neutral,neutral
Kuring pribadi resep desain jero tur kaluar tina CX3,neutral,neutral,neutral,positive,neutral,neutral
Fortuner leuwih hade tinimbang olahraga Pajero,neutral,neutral,negative,neutral,neutral,neutral
Sajauh ieu kami teu acan mendakan bengkel resmi Mitsubishi kalayan palayanan 'alus'.,neutral,neutral,neutral,neutral,neutral,positive
"Toyota punjul ti Mitsubishi sadunya, kaasup di Indonésia",neutral,neutral,negative,neutral,neutral,neutral
"Suspensi Toyota Innova ajeg pisan, mesinna teu weléh rewel sabab rutin diservis.",neutral,positive,neutral,positive,neutral,neutral
"Abdi oge nganggo HRV da tos 2 taun, jujur ​​abdi mah teu resep kana mobil ieu.",neutral,neutral,negative,neutral,neutral,neutral
Rush cocog pikeun sagala rupa bumi,neutral,neutral,positive,neutral,neutral,neutral
"Xenia Li geus boga power windows, tachometer, power steering",neutral,neutral,neutral,positive,neutral,neutral
"Husus pikeun Xenia, aya pangalaman ti 2008 dipaké ku tim proyék. salila 2 bulan, Jakarta - Bandung unggal 2 poé ngaliwatan jalan tol. Henteu aya keluhan nanaon.",neutral,neutral,positive,neutral,neutral,neutral
Altis G MT mangrupakeun numpak nyaman.,neutral,neutral,positive,neutral,neutral,neutral
Gemblengna kuring resep Terios.,neutral,neutral,positive,neutral,neutral,neutral
Pangalaman hrv 1.5 e cvt. Kacida sugema,neutral,neutral,negative,neutral,neutral,neutral
Mudah-mudahan Toyota bakal mekar supados para nasabahna henteu tinggaleun hiji-hiji,neutral,neutral,negative,neutral,neutral,neutral
Xpander dasarna anu pangsaéna di kelasna.,neutral,neutral,positive,neutral,neutral,neutral
Abdi leres-leres wareg sareng gaduh Xpander.,neutral,neutral,positive,neutral,neutral,neutral
"2005 Xi mangrupikeun mobil anu saé pisan. cukup kuat ngagunakeun premium (1:11) pisan ekonomis
",positive,neutral,positive,neutral,neutral,neutral
"Gemblengna kuring resep Xenia. Murah, desain lucu, cocog sareng seueur barang,
",neutral,neutral,positive,positive,positive,neutral
"Cobian ka Honda Autoland Kelapa Gading, leres pisan. Palayanan, kualitas ruang tunggu jeung saterusna teu bener alus.",neutral,neutral,neutral,neutral,neutral,negative
"Bapa kuring terang karakter mesin, ceuk karakter mesin oke",neutral,positive,neutral,neutral,neutral,neutral
Calya dirancang pikeun dianggo ku sadaya kelompok umur,neutral,neutral,neutral,positive,neutral,neutral
Old Jazz VTEC ngan langkung mirah,neutral,neutral,neutral,neutral,positive,neutral
Avanza bisa maneuver mesin na gesit,neutral,positive,neutral,neutral,neutral,neutral
"
Avanza teh lincah pisan lamun lumpat, padahal gayana teh kolot baheula, hehe",neutral,positive,neutral,negative,neutral,neutral
"Kuring meunang harga ngan 118 juta dina Juli 2015. Gerbong cukup mirah, awét, ekonomis.
",positive,neutral,positive,neutral,positive,neutral
Kuring bakal milih Grand Livina anyar. pasti leuwih nyaman. leuwih méwah. leuwih tiis. Mobilna jajaka deui.,neutral,neutral,positive,neutral,neutral,neutral
Éléktronik HRV Parkir Brake saé pisan.,neutral,neutral,neutral,positive,neutral,neutral
"Ieu kumaha rasana nyetir Nissan GT - R R35 ""Godzilla"" kalayan kakuatan 537 hp sareng torsi 612 Nm anu gancang.",neutral,positive,neutral,neutral,neutral,neutral
"Mobil alus, irit bahan bakar sareng murah, Brio",positive,neutral,positive,neutral,positive,neutral
Honda Brio mangrupikeun mobil anu saé,neutral,neutral,positive,neutral,neutral,neutral
"Masalah sareng nomer pendaptaran téh nya éta nyandak lila pikeun nyortir eta kaluar, Kuring kuciwa jeung Nissan",neutral,neutral,neutral,neutral,neutral,negative
"Motor Beat paling nyaman, dipake ku awewe siga kuring, utamana lamun dibawa kamana-mana, irit pisan jeung hargana bisa dibandingkeun jeung motor Honda sejenna.",neutral,neutral,positive,neutral,positive,neutral
"Pamor HRV di ahir 2017, batang lega, ékonomi suluh bisa 1:12, korsi kulit, lampu LED alus lamun dipaké peuting.",positive,neutral,neutral,positive,neutral,neutral
"ngan ukur 70 - 80 juta anjeun tiasa kéngingkeun mobil anu saé pisan, ngan Altis anu tiasa ngalakukeunana",neutral,neutral,positive,neutral,positive,neutral
"Abdi resep pisan fitur paddle shift tina HRV E 2018, éta kawas mobil balap mun anjeun ngajalankeun eta dina jalan tol, sora mesin.",neutral,positive,neutral,positive,neutral,neutral
"Xenia anu kuring anggo ti taun 2005 ngagaduhan biaya pangropéa anu rendah sareng réliabilitas mesin anu luhur,",neutral,positive,neutral,neutral,neutral,positive
"HRV nyaman, utamana lamun nyetir peuting sabab lampu caang (LED ganda) jeung jelas ekonomis.",positive,neutral,positive,positive,neutral,neutral
Harga jual Nmax saingan,neutral,neutral,neutral,neutral,positive,neutral
"Ku Sigra, iinditan leuwih nyaman, anggaran bensin bisa dialokasikeun pikeun kaperluan séjén.",positive,neutral,positive,neutral,neutral,neutral
"Sedengkeun pikeun desain, interior jeung fitur Honda, teu nanaon.",neutral,neutral,neutral,positive,neutral,neutral
"Nuju ka bengkel teh rek ngabebenah motor, heunteu nepika motorna ruksak, siah, Dealer Honda Cidodol, mun sabenerna mah motor jadi ruksak.",neutral,neutral,neutral,neutral,neutral,negative
"Ieu mahal, enya, pikeun kulawarga kalawan ékonomi biasa",neutral,neutral,neutral,neutral,negative,neutral
"Upami perkawis ekonomi sareng perawatan, kuring tetep resep kana Helm Supra x.",positive,neutral,neutral,neutral,neutral,positive
Sigra ieu ngiringan jalan-jalan sareng kulawarga. Abdi reueus kana mobil ieu.,neutral,neutral,positive,neutral,neutral,neutral
"Mobil abdi Daihatsu irit,Cocog pisan pikeun kulawarga Indonésia anu 7 korsi ditambah mesin anu andal (1.300 cc) sanaos parantos aya ti taun 2009.",positive,positive,neutral,positive,neutral,neutral
Puas nalika mimiti ngagaleuh sareng nganggo Toyota Calya ieu dugi ka ayeuna,neutral,neutral,positive,neutral,neutral,neutral
"Geulis Pajero satuju, resep",neutral,neutral,positive,neutral,neutral,neutral
Pajero langkung saé.... langkung manly,neutral,neutral,positive,neutral,neutral,neutral
"Abdi nganggo motor Vario, nyaman pisan, remna sae, sora mesin masih mulus, sanaos jalan-jalan di luar propinsi unggal sasih didamel tapi tetep nyaman.",neutral,positive,positive,positive,neutral,neutral
"Gumantung kana sabaraha lila Anjeun hoyong make eta. Bilih bade ngagentos Brio 2-3 taun yeuh, margi harga Honda teu acan turun dugi ka kitu.
",neutral,neutral,neutral,neutral,positive,neutral
"Tapi sajauh anu kuring tingali, upami Xenia Avanza nabrak (adu embe), kabinna katingalina masih kuat.",neutral,neutral,neutral,positive,neutral,neutral
Rush sareng Terios katingali saé tapi kualitasna murah. Éta langkung saé mésér Cortez anu nyaman sareng murah.,neutral,neutral,positive,positive,positive,neutral
"Alesan kuring milih HRV kusabab kuring butuh mobil anu jangkung, lega di kelasna, sareng modélna ganteng.",neutral,neutral,neutral,positive,neutral,neutral
"Honda Jazz bener-bener kakuatan pinuh, awak padet, gantung lemes sareng nyaman.",neutral,positive,neutral,positive,neutral,neutral
Ngaran Toyota jeung Honda di Indonesia mah legend... najan mahal sok hayang meuli.. cenah sukur-suku cadangna murah padahal kualitasna jelek... mun ketuk saeutik mah bodi jeung dashboardna lecet.,neutral,neutral,neutral,negative,neutral,neutral
Pangropéa rutin pikeun Xenia henteu mahal.,neutral,neutral,neutral,neutral,neutral,positive
"Ieu bener goréng, Xenia Li regrets meuli eta",neutral,neutral,negative,neutral,neutral,neutral
"Jujur, Mobilio gaduh kakuatan anu langkung ageung tibatan manual sareng akselerasina langkung gancang",neutral,positive,neutral,neutral,neutral,neutral
"Beat street gaduh wangunan anu saé, pikaresepeun, kinerja ogé lumayan pikeun motor anu hargana, mesinna sepi sareng mulus pisan.",neutral,positive,neutral,positive,neutral,neutral
"Kondisi mesin Brio mah tiasa disebat masih sampurna, masih tiasa ngahontal 28 km/liter sareng akselerasi dugi ka 120 kmh sareng 140 kmh, anu masih gampang.
",neutral,positive,neutral,neutral,neutral,neutral
"Suspensi Pajero lemes, suspensi Fortuner teuas",neutral,neutral,neutral,negative,neutral,neutral
Jigana mobil xpander ieu pisan nyaman jeung tiis,neutral,neutral,positive,neutral,neutral,neutral
"Toyota nawiskeun jasa anu lengkep, sadayana dasarna mangrupikeun pakét lengkep",neutral,neutral,neutral,neutral,neutral,positive
Avanza leres-leres ngadukung profési kuring sabab pikeun kuring Avanza ngagaduhan rohangan anu ageung.,neutral,neutral,neutral,positive,neutral,neutral
Mobil Mitsubishi ayeuna gaduh jasa gratis sareng suku cadang salami 5 taun.,neutral,neutral,neutral,positive,neutral,positive
Rush 2018 G AT cocog pikeun ngora sareng sepuh. teu aya bandinganana deui.,neutral,neutral,positive,neutral,neutral,neutral
Ngan Honda Beat geus kabuktian solid jeung kuat.,neutral,neutral,positive,neutral,neutral,neutral
"harga jual anu kalapa. Ayeuna, Nmax mangrupikeun motor anu paling nyaman pikeun dianggo, boh kanggo dianggo sapopoé sareng touring.",neutral,neutral,positive,neutral,positive,neutral
"Wah, keren pisan ieu mah, meureun kuring bogoh ka Wuling Cortez",neutral,neutral,positive,neutral,neutral,neutral
"Tina pangalaman kuring sorangan ngagunakeun Mitsubishi, lampuna sigana teu cukup caang sabab kaca film standar poék teuing di hareup.",neutral,neutral,neutral,negative,neutral,neutral
Kuring kungsi 2011 Grand Livina Sumpah mobil ieu bener-bener nyaman.,neutral,neutral,positive,neutral,neutral,neutral
rada wareg jeung Toyota Rush ieu,neutral,neutral,positive,neutral,neutral,neutral
"Kuring ogé ngan meuli tipe deluxe teuing, éta rada irit dina bensin.",positive,neutral,neutral,neutral,neutral,neutral
Bengkel resmi Yamaha ngajual suku cadang dina harga anu langkung mahal.,neutral,neutral,neutral,neutral,neutral,negative
Énergi Xeli ogé teu ngerakeun,neutral,positive,neutral,neutral,neutral,neutral
Bengkel goréng. Mobil geus 3 bulan teu digarap. Bengkel nguciwakeun (@ Honda Prima Bekasi),neutral,neutral,neutral,neutral,neutral,negative
"Xpander henteu kunanaon, éta henteu kunanaon naék sareng 6 jalma dina mobil.",neutral,neutral,positive,neutral,neutral,neutral
"Avanza anyar sadayana gaduh rasio gear anu langkung lancar. Kabin langkung lega, ngadamel barisan 1-2.
",neutral,neutral,neutral,positive,neutral,neutral
"Nmax lega. Ngan Honda lamun datang ka layanan masih aman,",neutral,neutral,neutral,positive,neutral,positive
Pajero masih nyaman kumargi Pajero langkung seueur peminatna tibatan Fortuner,neutral,neutral,negative,neutral,neutral,neutral
"4 taun nganggo Altis, irit pisan bahan bakar khususna kanggo luar kota",positive,neutral,neutral,neutral,neutral,neutral
Abdi parantos nganggo mobil Honda ieu langkung ti 4 taun. saé pisan! Pantes jadi MOBIL sajuta jalma di dunya. Pernah ngalaman masalah nanaon pisan.,neutral,neutral,positive,neutral,neutral,neutral
"Abdi ngan ukur gaduh Grand Livina sataun, ngan ukur dianggo di Bali, kakuatanna lambat pisan.
",neutral,positive,neutral,neutral,neutral,neutral
"Tapi menurut kuring Honda masih pelit teuing ku AC na,",neutral,neutral,neutral,negative,neutral,neutral
Versi panganyarna tina Toyota Avanza ogé gaduh pedal gas anu torek dipencet ku kituna anjeun tiasa ngahontal tingkat kanyamanan langkung gampang.,neutral,neutral,neutral,positive,neutral,neutral
"Wah, bengkel Toyota mah pelayananna sae pisan. Nungguan berjam-jaman di bengkel mah moal bosen upami disayogikeun sadayana :D",neutral,neutral,neutral,neutral,neutral,positive
Jazz narik langkung lancar tibatan Brio,neutral,negative,neutral,neutral,neutral,neutral
"Toyota Fortuner mangrupikeun kendaraan anu leres-leres ngaleuwihan ekspektasi. Sanggeus ngagunakeun eta pikeun sawatara waktu, konsumsi bahan bakar kandaraan ieu cukup alus sarta dipercaya.",positive,neutral,positive,neutral,neutral,neutral
jazz alus. tapi harga mahal sareng pangropéa gélo.,neutral,neutral,positive,neutral,negative,negative
Abdi henteu nyangka Xpander janten saé ieu.,neutral,neutral,positive,neutral,neutral,neutral
"Fortuner heureut di tukang, tapi Pajero lega teu nangtung",neutral,neutral,neutral,positive,neutral,neutral
"Mesin 3SZ - VE 1500 cc ieu langkung pas dina awak Avanza, kuat tapi éfisién",neutral,positive,neutral,neutral,neutral,neutral
Kuring masih nyekel Mobilio leuwih Avanza. . Avanza teu karaos pisan... Mobilio raoseun nyupiran...,neutral,neutral,positive,neutral,neutral,neutral
"Abdi oge nganggo HRV, paman. Kesanna luar biasa sareng saé pisan pikeun nyetir ka jero sareng ka luar kota, HRV pangsaéna",neutral,neutral,positive,neutral,neutral,neutral
"Naha kuring resep kana mobil Avanza, sabab salian ti nyaman, mesin mobil ieu ogé dirawat sareng dijaga. Janten upami urang hoyong ka luar kota atanapi angkat ka tempat anu jauh, mesin éta bakal tahan.",neutral,positive,positive,neutral,neutral,neutral
Toyota Rush ekonomis,positive,neutral,neutral,neutral,neutral,neutral
Éta langkung saé pikeun Calya gaduh harga anu stabil,neutral,neutral,neutral,neutral,positive,neutral
"Salaku jiwa petualang, kuring yakin kuring meuli Brio sabab tangkas lamun ngajalankeun",neutral,positive,neutral,neutral,neutral,neutral
"Wuling Confero, mesin as oke jeung stabil, mesin bisa dipercaya di kelas na,",neutral,positive,neutral,neutral,neutral,neutral
@hondajazz_id Bengkel Honda Pluit parah,neutral,neutral,neutral,neutral,neutral,negative
"Grand Livina ukur meunang dina interior, mesin masih leungit.",neutral,negative,neutral,positive,neutral,neutral
"tapi Mazda kadang mahal, harga purna jualna teu pira",neutral,neutral,neutral,neutral,negative,neutral
Ladenan purna jual Toyota dianggap paling nyugemakeun,neutral,neutral,neutral,neutral,neutral,positive
Abdi gaduh Selis salami 4 taun. masih awét. Batré sareng pengontrol henteu kantos janten masalah.,neutral,neutral,positive,positive,neutral,neutral
Avanza bener-bener boros suluh,negative,neutral,neutral,neutral,neutral,neutral
"Panginten, Avanza mangrupikeun mobil anu murah sareng gampang dirawat, tapi kumaha upami teu aya perusahaan taksi anu nganggo? Éta saé tiasa nampung 6 panumpang.",neutral,neutral,neutral,neutral,positive,positive
"Henteu sadayana Bengkel AHASS HONDA gaduh jasa anu saé, motor kuring diservis didinya sareng sami sareng anu teu acan diservis! Éta mahal! Goréng deui!",neutral,neutral,neutral,neutral,neutral,negative
Avanza mangrupikeun mobil anu cocog sareng irit,positive,neutral,neutral,neutral,neutral,neutral
"Alhamdulilah teu lepat milih kendaraan kanggo usaha, salian ti tenagana anu lumayan gancang, Vario 125 mah gagah pikeun ngangkut barang anu seueur sareng irit bahan bakar.",positive,positive,positive,neutral,neutral,neutral
Fortuner mangrupikeun mobil anu paling gagah sareng elegan di kelasna,neutral,neutral,positive,neutral,neutral,neutral
Mobil LMPV anu paling nikmat gaduh mesin sareng penanganan ... éra fiturna parah sareng henteu aya konci pinter.,neutral,positive,neutral,negative,neutral,neutral
Pajero meunang sabab ngahemat duit sabab solar jeung leuwih nyaman,positive,neutral,positive,neutral,neutral,neutral
"Beat 2010 mangrupikeun varian Beat anu pangsaéna di kelasna kalayan penampilan anu sporti sareng aerodinamika anu saé ku kituna lincah pisan di jalan nalika nyetir macét, sareng pilihan warna sareng desain cocog pisan pikeun jalma ngora sadaya jinis.
",neutral,positive,positive,positive,neutral,neutral
Mobilio teh pangalusna pikeun MPV low,neutral,neutral,positive,neutral,neutral,neutral
Abdi langkung milih Fortuner tibatan Pajero,neutral,neutral,negative,neutral,neutral,neutral
"Calya geulis, geulis, ekonomis jeung affordable",positive,neutral,neutral,positive,positive,neutral
Xeli cukup irit suluh dina 1: 9 di kota (henteu kantos dibawa ka luar kota).,positive,neutral,neutral,neutral,neutral,neutral
Kuring milih Fortuner sabab gampang dina jalan anu goréng,neutral,neutral,positive,neutral,neutral,neutral
"Mobilio saé pisan sadayana, tapi pilihan warna henteu pikaresepeun",neutral,neutral,positive,negative,neutral,neutral
Jazz langkung praktis dianggo tibatan Brio,neutral,neutral,negative,neutral,neutral,neutral
Xexi narik oke. ngajalankeun 120 di Cipularang oke.,neutral,positive,neutral,neutral,neutral,neutral
Jarang mendakan jasa saatos penjualan saé sapertos Nissan,neutral,neutral,neutral,neutral,neutral,positive
"Gemblengna, mobil Wuling Confero S 1.5 L Lux+ disarankeun pisan.",neutral,neutral,positive,neutral,neutral,neutral
Mesin solar anu paling kasohor di désa-désa nyaéta Mitsubishi,neutral,positive,neutral,neutral,neutral,neutral
Kagum pisan sareng Avanza sabab hargana murah dibandingkeun sareng mobil di kelasna (kuring ngagaleuh dianggo).,neutral,neutral,neutral,neutral,positive,neutral
"Mobilio saé pisan, desain awakna ogé saé",neutral,neutral,positive,positive,neutral,neutral
"Pajero sports mah mobil idaman bro, keren nya, teu aya nu bisa ngéléhkeun",neutral,neutral,positive,neutral,neutral,neutral
"Fortuner katingalina keren tapi kakuatanana lemah, bos",neutral,negative,neutral,positive,neutral,neutral
Honda Beat luar biasa. Mesin nekad. Teu kungsi putus sakali.,neutral,positive,positive,neutral,neutral,neutral
"Pilihan kuring henteu salah, mobil ieu leres-leres disarankeun.",neutral,neutral,positive,neutral,neutral,neutral
Daihatsu Ayla langkung mirah sareng langkung ekonomis.,positive,neutral,neutral,neutral,positive,neutral
"Abdi parantos nganggo Honda Vario salami 3 taun, nyaman pisan dianggo sareng pasti irit",positive,neutral,positive,neutral,neutral,neutral
"Gemblengna, Vario leuwih hade tinimbang Mio",neutral,neutral,negative,neutral,neutral,neutral
"Tétéla GPS Xenia teu nguciwakeun, barudak senang. Lumayan pinter, mun kuring ngabohong ngeunaan jalur manehna masih bisa ngitung deui rute nu kuring laksanakeun.",neutral,neutral,neutral,positive,neutral,neutral
Mobil Honda sadayana gaduh seueur rohangan panyimpen,neutral,neutral,neutral,positive,neutral,neutral
"Nepi ka ayeuna, tingkat kanyamanan Calya teu aya tandinganana.",neutral,neutral,positive,neutral,neutral,neutral
"Pikeun anu sok make kendaraan unggal poe, motor Honda Scoopy cocok pisan kanggo anjeun, bodi anu elegan irit BBM sareng motor anu nyaman nalika naek, cocok pisan kanggo sadaya golongan ;)",positive,neutral,positive,positive,neutral,neutral
"Calya ieu mobil anu lambat, awon, janten naon gunana mésér?",neutral,neutral,negative,neutral,neutral,neutral
"Nalika kuring ningali Suzuki Baleno 2017 di GIIAS, éta saé pikeun hargana, murah.",neutral,neutral,neutral,neutral,positive,neutral
"Kuring ningali yén awak Mobilio pisan ipis sareng rawan dents, aya seueur awak anu lembang di jalan.",neutral,neutral,neutral,negative,neutral,neutral
Jazz leuwih nekad ti Brio,neutral,negative,neutral,neutral,neutral,neutral
"Bengkel Mitsubishi PT Wicaksana Berlian Motor ngabandungan, operatorna ngajajapkeun jasa tapi pas anjog, warungna tos tutup",neutral,neutral,neutral,neutral,neutral,negative
"Dijieun pikeun maneuver seukeut, Honda Brio masih oke",neutral,positive,neutral,neutral,neutral,neutral
Anu kahiji nyaéta Li dlx+ biru taun 2004 AXIC - 1308 . mobil hébat. Dibawa ngurilingan pulo Jawa tanpa masalah. Teu kunanaon. Ngaliwatan tanjakan Asoy ogé.,neutral,neutral,positive,neutral,neutral,neutral
Xpander gaduh kesan langkung Gahar ti luar.,neutral,neutral,neutral,positive,neutral,neutral
"Brio ieu leres-leres cocog kanggo ka kampus, desain awakna anu leutik henteu matak teuing pikeun dianggo ku mahasiswa",neutral,neutral,positive,positive,neutral,neutral
baru sebulan udah sampe inden fortuner mantap sekali,neutral,neutral,neutral,neutral,neutral,positive
"Naek Pajero oyag-oyag, leuwih hade naek Inova",neutral,neutral,positive,neutral,neutral,neutral
Pangalaman nyetir pisan pikaresepeun ngagunakeun Avanza sabab sora mesin lemes,neutral,positive,neutral,neutral,neutral,neutral
"Agya rada nguciwakeun, teu alus",neutral,neutral,negative,neutral,neutral,neutral
"Lian ti hargana anu murah, motor otomatis Vario irit BBM sareng nyaman dianggo dina ngalaksanakeun kagiatan sapopoé.",positive,neutral,positive,neutral,positive,neutral
"Kalayan harga anu lumayan ekonomis, gaya awak Calya anu elegan",neutral,neutral,neutral,positive,positive,neutral
